Rank,Artist,Daily Streams,Peak Daily,Monthly Listeners
Max Richter,"2,679.5",0.971,"2,672.1","1,389.1"
Billy Idol,"2,679.4",2.056,"2,414.6","2,285.9"
Cuco,"2,679.3",1.089,"2,533.4","1,949.2"
Masego,"2,677.5",1.101,"2,080.1",788.7
The Score,"2,677.2",0.724,"2,677.2","2,521.9"
Jessie Murph,"2,674.9",3.379,"2,117.9","1,606.9"
Air Supply,"2,674.1",1.621,"2,671.8","2,660.7"
Fat Joe,"2,673.5",0.931,"1,895.1",56.8
Duran Duran,"2,671.7",2.447,"2,671.7","2,631.1"
Juicy Luicy,"2,671.1",2.485,"2,342.3","2,190.7"
Beny Jr,"2,660.5",1.962,"1,899.6",940.8
Counting Crows,"2,660.5",1.117,"2,653.9","2,363.4"
Sandro Cavazza,"2,659.8",0.479,272.5,154.9
Kenny Rogers,"2,656.0",1.358,"2,037.4","1,654.9"
Guaynaa,"2,651.2",0.560,830.0,373.1
Bullet For My Valentine,"2,649.0",0.801,"2,625.9","2,616.7"
Dhanush,"2,647.9",2.033,583.7,31.2
Trevor Daniel,"2,643.6",0.336,"2,479.0","2,128.8"
Devi Sri Prasad,"2,642.6",2.302,"1,923.9",175.9
Chicago,"2,635.8",1.435,"2,635.8","2,630.3"
Big Ali,"2,634.6",1.551,22.5,
Sheila On 7,"2,634.4",2.809,"2,634.4","2,612.6"
Chris Jedi,"2,631.5",0.951,"1,957.6",
LMFAO,"2,630.4",1.037,"2,256.8",909.0
Chalino Sanchez,"2,628.1",2.250,"2,571.4","1,149.8"
W&W,"2,627.1",1.665,"1,389.5",309.3
Eurythmics,"2,623.4",1.269,"2,603.8",1.4
Jacquees,"2,623.2",0.973,"1,881.0","1,063.2"
Coi Leray,"2,621.4",0.890,"1,040.7",698.6
Freddie Dredd,"2,619.0",0.662,"2,299.0","2,105.3"
Ashnikko,"2,617.6",1.621,"2,389.9","1,329.8"
Tori Kelly,"2,614.5",0.567,"1,793.7","1,224.1"
Deorro,"2,612.9",0.608,"2,322.8",413.2
Antonio Aguilar,"2,612.7",2.122,"2,457.1","2,248.6"
Franco De Vita,"2,612.7",0.898,"2,409.0","1,582.3"
CKay,"2,612.6",0.770,"2,506.6","1,401.4"
Willie ColÃ³n,"2,610.3",1.610,"2,109.4","1,239.6"
M.I.A.,"2,604.5",0.903,"1,962.7","1,809.6"
EJAE,"2,603.7",14.544,2.9,2.9
Earl Sweatshirt,"2,603.0",0.932,"1,466.9",750.9
Bo Burnham,"2,601.2",0.568,"2,601.2","2,601.2"
Micro TDH,"2,601.0",1.268,"1,371.7",838.8
Def Leppard,"2,598.7",1.322,"2,598.7","2,576.0"
Djonga,"2,596.9",1.317,"1,732.8",50.2
Kordhell,"2,596.1",0.707,"2,380.0","2,097.7"
Edgardo NuÃ±ez,"2,596.0",2.654,957.0,718.9
Neil Young,"2,595.0",1.453,"2,569.8","2,105.9"
INXS,"2,592.0",1.203,"2,563.4","2,551.5"
Julio Iglesias,"2,591.6",1.510,"2,442.7","2,040.6"
REI AMI,"2,587.8",12.795,97.9,88.8
Ãejo,"2,587.3",1.544,737.2,187.9
"Tito ""El Bambino""","2,586.9",1.448,"1,857.1",940.0
Lily-Rose Depp,"2,585.0",2.479,71.9,71.9
Vaundy,"2,584.8",1.622,"2,507.6","2,479.3"
Jarabe De Palo,"2,584.4",1.118,"2,514.7","2,304.0"
Pashanim,"2,583.8",1.785,"2,374.3","2,108.7"
Dynoro,"2,581.6",0.362,"2,177.7",122.1
Coolio,"2,581.1",1.221,"2,565.9",196.2
JC Reyes,"2,577.8",3.584,"1,687.2",234.9
MC Kevinho,"2,577.6",0.584,"1,712.0","1,131.2"
Majid Jordan,"2,575.0",0.788,"1,017.5",616.3
Neeti Mohan,"2,574.5",1.691,402.5,160.9
Marca MP,"2,572.1",0.855,"2,230.1","1,913.1"
Tom Petty and the Heartbreakers,"2,569.7",0.949,"2,461.2","2,449.2"
Ronnie Flex,"2,569.6",0.886,726.0,132.6
BÃRNS,"2,565.6",0.600,"2,545.0","2,488.6"
Mc Paiva ZS,"2,564.4",1.381,"1,345.5",37.1
Will Smith,"2,564.2",0.822,"1,987.7","1,814.0"
Janelle MonÃ¡e,"2,562.8",0.860,965.8,572.8
Santhosh Narayanan,"2,559.1",2.052,"1,931.5",82.6
MKTO,"2,559.1",0.458,"2,536.1","2,487.7"
BLOK3,"2,558.5",4.101,"2,558.5","2,355.2"
Lupe Fiasco,"2,553.9",0.979,"2,024.9",879.2
Fonseca,"2,552.8",1.105,"2,066.8","1,609.8"
Pamungkas,"2,552.0",2.680,"2,542.4","2,502.1"
Ray Charles,"2,550.7",1.368,"2,498.7","2,213.1"
Los Cadetes De Linares,"2,549.9",2.081,"2,549.5","2,536.6"
White 2115,"2,548.2",1.030,"1,234.5",868.9
Selena Gomez & The Scene,"2,547.5",0.999,"2,547.5","2,534.8"
RÃ­o Roma,"2,546.0",0.625,"2,296.3","1,369.9"
Ãngela Aguilar,"2,545.9",0.821,819.0,521.4
Pouya,"2,541.9",0.823,"1,273.6",579.7
Tiara Andini,"2,538.7",1.425,"1,949.3","1,565.2"
The Walters,"2,538.4",1.344,"2,533.4","2,530.4"
Miguel BosÃ©,"2,536.2",1.571,"2,251.9","1,565.7"
Sara Bareilles,"2,533.1",0.431,"2,390.4","2,304.4"
AntÃ´nio Carlos Jobim,"2,529.4",1.218,"1,114.0",829.3
VIZE,"2,529.0",0.332,"1,220.7",5.3
Imogen Heap,"2,527.6",3.092,"1,263.7","1,254.1"
Vulgo FK,"2,521.3",2.014,"1,163.3",3.4
The National,"2,516.7",0.591,"2,292.5","2,122.6"
Lil Kleine,"2,516.5",0.932,"1,458.4",662.7
Lenin RamÃ­rez,"2,512.3",0.919,"2,015.0",575.3
Carpenters,"2,508.1",1.117,"2,508.1","2,424.7"
Bausa,"2,501.1",0.607,"1,180.5",681.6
$NOT,"2,499.5",0.469,"1,633.4",877.1
Pablo Chill-E,"2,497.0",1.325,850.6,332.9
Lainey Wilson,"2,496.7",2.367,"1,738.4","1,719.1"
Grimes,"2,495.9",0.889,"2,166.5","1,870.6"
deadmau5,"2,493.8",0.669,"2,045.8",868.4
Icona Pop,"2,490.2",0.750,"1,964.4",558.8
ValentÃ­n Elizalde,"2,489.9",1.271,"2,477.6","2,439.0"
LeÃ³n Larregui,"2,485.4",1.198,"2,254.0","2,154.7"
Wu-Tang Clan,"2,481.6",0.848,"2,292.0","1,538.4"
Fivio Foreign,"2,481.3",0.406,615.3,167.5
Angus & Julia Stone,"2,480.2",0.654,"2,408.1","2,408.1"
No Doubt,"2,476.9",1.139,"2,476.2","2,278.6"
Lizzy McAlpine,"2,476.0",3.071,"2,246.1","2,035.9"
Alanis Morissette,"2,474.6",0.959,"2,448.4","2,437.1"
Martin Solveig,"2,474.5",0.590,"1,853.9",118.4
Wall Hein,"2,474.0",1.383,1.4,
WOS,"2,472.0",0.877,"2,202.7","2,005.6"
Djo,"2,471.7",2.222,"2,471.7","2,470.9"
Parampara Tandon,"2,471.0",2.926,42.7,5.2
Flo Milli,"2,469.5",1.234,"1,478.8","1,259.1"
Ariel Camacho y Los Plebes Del Rancho,"2,468.3",1.349,"2,455.6","2,255.0"
Arizona Zervas,"2,466.2",0.283,"2,419.1","2,304.3"
I Prevail,"2,465.9",1.060,"2,324.5","2,149.6"
Maite Perroni,"2,465.5",0.915,390.1,96.7
Rainbow Kitten Surprise,"2,463.2",1.554,"2,463.2","2,436.9"
Babasonicos,"2,460.5",1.412,"2,451.3","2,446.1"
Alvaro Soler,"2,459.8",0.587,"1,912.6","1,308.6"
The Greatest Showman Ensemble,"2,458.1",0.634,20.2,20.2
Ella Eyre,"2,457.6",0.529,631.5,605.8
Mc Poze do Rodo,"2,453.2",1.041,"1,460.8",
Roberto Carlos,"2,452.8",1.216,"2,394.1","2,258.7"
Lalo Ebratt,"2,449.9",0.506,641.8,2.3
Sleepy John,"2,449.7",3.309,"2,440.7","2,440.7"
Arcade Fire,"2,447.6",0.518,"2,447.6","2,316.6"
Method Man,"2,445.4",0.792,933.4,251.2
Soundgarden,"2,444.9",1.165,"2,444.9","2,439.6"
Mr. Probz,"2,443.3",0.420,"1,999.0",608.5
Waka Flocka Flame,"2,442.6",1.558,"1,653.8",293.9
070 Shake,"2,441.7",1.286,600.7,382.3
The Temptations,"2,441.7",0.643,"2,385.2","2,377.8"
Emmanuel,"2,439.9",1.070,"2,377.1","2,249.8"
Kina,"2,439.1",0.428,"2,386.5",362.3
Quality Control,"2,434.5",0.720,"2,433.8",
Blxst,"2,431.5",0.820,"1,227.9",439.6
Yan Block,"2,430.8",7.084,"1,482.8",584.8
ZezÃ© Di Camargo & Luciano,"2,426.7",2.640,"2,206.3","2,139.1"
Pink Sweat$,"2,426.5",0.433,"2,198.4","1,897.6"
Javed Ali,"2,421.6",2.668,"1,035.8",546.7
Vacations,"2,421.5",1.347,"2,418.9","2,414.8"
Rkomi,"2,421.3",0.742,"1,568.3",581.1
Lefty Sm,"2,420.8",1.435,"1,971.6",801.9
Lacrim,"2,419.2",1.150,"1,920.2","1,036.1"
Descemer Bueno,"2,411.7",0.671,73.2,3.8
Thaman S,"2,410.9",2.496,"1,540.3",62.9
Bedoes 2115,"2,408.1",1.125,"1,257.9",10.6
Tz da Coronel,"2,406.8",1.376,"1,231.3",120.1
Tinie Tempah,"2,406.4",0.540,"1,433.1",217.6
The All-American Rejects,"2,406.2",1.075,"2,406.2","2,406.2"
The Doobie Brothers,"2,404.2",1.312,"2,404.2","2,383.0"
AUDREY NUNA,"2,403.5",12.714,163.7,108.7
Brantley Gilbert,"2,403.4",0.553,"2,204.2","1,756.7"
Night Lovell,"2,402.2",0.672,"2,010.5","1,678.9"
Upchurch,"2,401.9",0.456,"2,063.8","1,502.2"
LÃ©o Santana,"2,401.2",1.244,"1,582.3",738.7
Brad Paisley,"2,397.8",0.699,"2,250.0","1,658.3"
Brett Young,"2,396.6",0.653,"2,234.7","2,173.1"
Keyshia Cole,"2,394.7",1.691,"1,916.0","1,282.9"
Cults,"2,390.6",0.924,"1,628.6","1,626.2"
Isabel LaRosa,"2,389.4",1.753,"2,389.4","2,384.8"
Damian Marley,"2,387.0",1.035,"1,337.4",763.8
Chris Tomlin,"2,385.6",1.297,"2,052.7","1,727.5"
Rusherking,"2,383.5",0.616,799.9,7.6
BIGBANG,"2,382.2",1.184,"2,372.4","2,361.4"
Ramin Djawadi,"2,380.2",0.656,"2,378.0","2,196.5"
Darius Rucker,"2,377.9",0.903,"2,197.7","2,141.1"
Grupo Laberinto,"2,376.0",2.045,"2,317.0","2,308.2"
Jamiroquai,"2,375.2",1.400,"2,358.6","2,250.8"
Lary Over,"2,372.1",0.668,800.2,39.7
Tion Wayne,"2,371.0",0.472,"1,166.9",109.2
Xand AviÃ£o,"2,370.9",1.157,981.9,540.4
Sam Cooke,"2,369.2",0.822,"2,342.8","2,313.6"
Jimmy Eat World,"2,368.4",0.625,"2,368.4","2,335.1"
John Martin,"2,368.3",0.825,60.4,43.4
Godsmack,"2,361.2",0.924,"2,351.6","2,351.6"
Survivor,"2,359.5",0.969,"2,359.5","2,359.5"
Racionais MC's,"2,358.6",1.666,"2,341.3","2,136.4"
LegiÃ£o Urbana,"2,350.1",1.225,"2,350.1","2,349.5"
BK,"2,349.3",2.373,"1,407.7",10.2
Surf Curse,"2,346.1",1.156,"2,346.1","2,326.9"
Keri Hilson,"2,345.7",1.437,862.9,357.7
Mata,"2,343.5",2.116,"1,759.3",822.7
Ludwig van Beethoven,"2,338.9",1.018,"2,238.7",
Crystal Castles,"2,338.5",1.559,"2,193.7","1,841.0"
Oliver Heldens,"2,337.7",0.436,"1,097.7",61.9
K. S. Chithra,"2,331.9",2.608,515.8,158.8
Kid Rock,"2,331.8",0.683,"2,085.9","1,787.2"
Billy Ray Cyrus,"2,329.6",0.496,307.1,278.2
Leo Dan,"2,329.4",1.543,"2,322.8","1,620.8"
TarcÃ­sio do Acordeon,"2,329.1",1.284,"1,240.2",902.1
Bob Sinclar,"2,328.3",1.460,"2,249.1",517.5
Cypress Hill,"2,327.7",0.738,"2,249.1","1,793.6"
Coez,"2,324.8",0.942,"1,589.5","1,342.9"
Anuv Jain,"2,323.5",3.086,"2,323.5","2,161.1"
Pooh Shiesty,"2,323.1",1.163,"1,456.2",431.5
Baby Rasta,"2,322.6",1.682,211.9,14.6
City Girls,"2,320.0",0.476,"1,162.2",704.3
America,"2,317.3",1.915,"2,317.3",938.5
Cole Swindell,"2,315.3",0.588,"2,274.3","2,025.0"
LP,"2,314.8",0.669,"2,235.8","2,223.4"
Lola Indigo,"2,313.7",0.688,"1,596.3",373.5
Kidz Bop Kids,"2,313.7",0.668,"2,313.7","2,313.3"
Stone Temple Pilots,"2,312.5",1.131,"2,312.5","2,312.5"
PÃ©ricles,"2,312.1",1.532,"1,605.2","1,243.3"
Koe Wetzel,"2,311.8",1.551,"2,226.9","1,843.5"
Okieriete Onaodowan,"2,311.7",1.111,158.8,
Ikky,"2,311.6",5.585,13.2,2.4
MK,"2,309.0",1.070,"1,228.5",287.8
Charles Ans,"2,308.5",1.264,"1,386.5",701.2
Matchbox Twenty,"2,308.3",0.934,"2,308.3","2,307.1"
Dustin Lynch,"2,307.1",0.577,"2,192.1","1,740.8"
Astrid S,"2,305.6",0.485,"1,569.2","1,396.6"
Yxng Bane,"2,303.2",0.374,343.8,199.9
Genesis,"2,302.9",1.316,"2,302.9","2,294.3"
AngÃ¨le,"2,302.9",0.626,"1,603.8","1,281.0"
Guru Randhawa,"2,302.2",2.884,"2,100.6",485.3
James Taylor,"2,301.8",0.701,"2,125.2","2,072.2"
Kapo,"2,301.3",4.708,"1,391.8","1,128.1"
Neil Diamond,"2,298.4",0.891,"2,295.9","2,248.8"
Boyz II Men,"2,298.0",1.118,"1,822.3","1,754.2"
Jonita Gandhi,"2,297.4",1.420,50.5,6.7
Kidd Keo,"2,296.5",0.989,"1,891.9","1,267.4"
Etta James,"2,296.5",1.128,"2,289.0","2,263.7"
No Te Va Gustar,"2,296.4",1.086,"2,216.8","1,512.8"
Olivia Dean,"2,294.7",20.219,"2,188.8","2,092.1"
Ati242,"2,294.6",3.009,"1,943.2","1,742.1"
Alejandra Guzman,"2,293.5",1.008,"1,906.3","1,780.4"
Pinguini Tattici Nucleari,"2,293.0",0.995,"2,048.1","2,009.9"
Gregory Alan Isakov,"2,291.1",1.601,"2,207.3","2,207.3"
FINNEAS,"2,290.6",1.298,"1,700.3","1,697.9"
88rising,"2,290.5",0.670,"1,891.3",
Martin Jensen,"2,288.9",0.199,"1,605.0",999.6
L.V.,"2,288.0",1.312,5.9,5.0
Ricky Montgomery,"2,287.8",1.198,"2,199.1","2,096.2"
Conor Maynard,"2,286.8",0.333,922.4,816.3
Steely Dan,"2,285.9",0.996,"2,283.4","2,282.2"
Los Fabulosos Cadillacs,"2,285.8",0.880,"2,281.3","2,281.3"
Adolescent's Orquesta,"2,284.5",1.619,"2,284.3","2,282.9"
Motive,"2,276.7",3.127,"1,849.8","1,403.1"
Gabriela Rocha,"2,276.2",1.306,"1,691.2","1,506.5"
A Tribe Called Quest,"2,274.3",0.675,"2,272.5","1,756.2"
Connor Price,"2,273.0",1.497,"1,764.3",513.1
Mario,"2,272.4",1.195,"2,189.0","2,081.5"
Franz Ferdinand,"2,272.1",0.950,"2,272.1","2,258.6"
Nagalli,"2,270.8",1.738,315.4,
Maverick City Music,"2,270.0",1.476,"1,599.9",25.1
Billy Currington,"2,269.4",0.702,"2,207.2","2,198.5"
Baco Exu do Blues,"2,267.5",1.064,"1,695.2",863.6
Sachet-Parampara,"2,265.6",2.718,852.3,9.2
Modern Talking,"2,265.6",1.609,"2,265.6","2,071.6"
Frenna,"2,263.6",0.711,"1,410.9",402.5
HUNTR/X,"2,262.7",13.054,"2,262.7",
King Gnu,"2,261.8",1.212,"2,261.8","2,261.8"
Bad Omens,"2,261.5",2.751,"2,191.4","2,053.5"
Benny Dayal,"2,259.2",1.741,805.1,87.0
Cordae,"2,255.5",0.500,"1,546.6",790.4
Tom Walker,"2,254.0",0.444,"1,991.6","1,819.4"
Bonnie Tyler,"2,252.3",1.025,"2,172.0","2,151.7"
Ashe,"2,252.2",1.144,"2,056.4","1,249.2"
Maggie Rogers,"2,252.1",0.779,"1,828.1","1,790.5"
MÃ¤go de Oz,"2,250.4",0.922,"2,250.2","2,202.1"
Omar Montes,"2,250.0",0.654,"1,073.2",86.6
Kenny Loggins,"2,249.0",0.656,"2,199.8","2,084.5"
Takeoff,"2,248.2",0.634,689.0,668.6
Sage The Gemini,"2,247.7",0.472,"1,118.9",565.0
Ratatat,"2,246.6",0.704,473.7,472.1
Dennis Lloyd,"2,246.5",0.368,"2,057.4","1,882.0"
Koba LaD,"2,243.3",0.698,"1,584.3",742.1
Erykah Badu,"2,242.4",1.010,"1,738.3","1,622.7"
CHVRCHES,"2,241.6",0.377,"1,438.4","1,289.7"
Young the Giant,"2,241.3",0.697,"2,241.3","2,232.8"
The Alchemist,"2,241.2",1.629,782.3,113.3
Aitch,"2,240.3",0.578,"1,006.3",321.5
Christopher Jackson,"2,238.6",1.089,"1,156.3",4.4
Matisse,"2,238.4",0.730,"1,947.2",974.0
Masoom Sharma,"2,234.1",5.893,"1,905.2",226.6
Robin Thicke,"2,233.8",0.476,"1,607.3",478.2
Antonio Vivaldi,"2,233.7",1.293,"2,213.0",
Riton,"2,231.6",0.351,"2,163.5",
Simply Red,"2,231.2",1.372,"2,229.1","2,116.0"
MERO,"2,229.7",1.213,"1,525.6","1,132.0"
AnnenMayKantereit,"2,229.0",0.854,"2,155.2","1,729.4"
HUMBE,"2,228.1",2.182,"1,903.1","1,839.0"
Waylon Jennings,"2,227.9",0.926,"1,423.8",914.4
HAIM,"2,227.2",0.587,"1,534.2","1,387.7"
King,"2,224.2",0.632,"2,067.6","1,845.2"
Fireboy DML,"2,223.4",1.476,"1,741.8",874.5
Dreamville,"2,222.1",0.487,"2,036.4",
Capital Cities,"2,221.1",0.616,"2,219.0","2,173.1"
Emeli SandÃ©,"2,219.6",0.442,"1,331.2","1,265.7"
James TW,"2,216.3",0.261,"2,174.0","2,171.9"
Yelawolf,"2,214.8",0.650,"1,731.9","1,211.9"
Orelsan,"2,213.5",0.580,"1,981.1","1,430.9"
Beck,"2,210.9",0.580,"2,005.4","1,947.8"
Jasiel NuÃ±ez,"2,209.1",2.598,728.8,237.5
Lil Dicky,"2,207.3",0.341,"2,144.9",579.6
Brenda Lee,"2,207.2",1.570,"2,206.6","2,206.1"
Elefante,"2,204.4",1.474,"2,184.8","2,181.2"
Jack Joseph Puig,"2,198.3",1.005,,
Phillipa Soo,"2,198.0",1.156,"1,017.2",256.6
GoldLink,"2,197.1",0.495,"1,702.9",163.2
Zacari,"2,196.9",0.694,129.3,54.9
Keala Settle,"2,196.0",0.541,"1,038.0",26.1
MIKA,"2,193.2",0.693,"2,112.6","1,898.5"
Los Inquietos Del Norte,"2,192.3",1.298,"2,175.5","2,153.7"
Grupo Niche,"2,192.2",1.807,"2,186.4","2,176.4"
Tommy Richman,"2,191.3",0.935,"1,930.7","1,903.5"
Yorushika,"2,190.1",1.422,"2,189.6","2,189.6"
MC JoÃ£ozinho VT,"2,188.6",2.075,702.3,0.2
AnahÃ­,"2,188.4",0.879,136.9,106.5
Olivia Newton-John,"2,188.1",1.257,879.6,800.6
Melim,"2,187.5",0.550,"1,822.3","1,674.0"
Jimmy Buffett,"2,187.3",0.628,"1,208.8","1,163.2"
George Harrison,"2,183.6",0.962,"2,177.7","2,177.3"
Los AutÃ©nticos Decadentes,"2,183.3",1.021,"2,114.3","1,304.9"
Em Beihold,"2,182.8",0.943,649.5,648.0
Simone & Simaria,"2,182.8",0.445,"1,479.0",893.0
Jory Boy,"2,182.5",2.154,884.4,95.9
Chuck Berry,"2,181.0",0.595,"2,181.0","2,172.2"
TAYA,"2,180.9",0.878,71.4,68.4
Crookers,"2,178.0",0.686,58.9,10.6
Paloma Faith,"2,175.8",0.720,"1,675.8","1,449.8"
Isaiah Rashad,"2,173.8",0.717,"1,899.6",971.3
Lloyd,"2,173.8",1.711,"1,396.5",658.0
KC Rebell,"2,173.4",0.406,"1,640.9",552.8
Aimyon,"2,173.4",1.263,"2,115.1","2,114.1"
Hev Abi,"2,171.4",1.254,"1,355.7","1,094.5"
Dulce MarÃ­a,"2,171.0",0.891,119.9,87.8
KSI,"2,170.3",0.244,"1,819.0",497.9
De La Rose,"2,169.5",4.885,284.8,107.6
Alexis y Fido,"2,167.8",1.078,"1,793.9","1,124.9"
Lennon Stella,"2,167.1",0.233,913.4,626.3
Arthur Nery,"2,166.4",2.048,"1,983.8","1,714.2"
Sofia Carson,"2,166.0",1.045,827.2,439.2
Randy Nota Loca,"2,165.7",1.717,329.0,79.9
Duke Dumont,"2,164.9",0.811,"2,076.6","1,097.7"
BIA,"2,162.2",0.608,545.6,206.2
AYLIVA,"2,161.5",1.532,"2,092.4","1,624.0"
"HÃ©ctor ""El Father""","2,160.4",2.146,"1,490.2",502.5
Sam Fender,"2,158.6",1.886,"2,059.6","1,962.4"
Azet,"2,157.8",1.166,"1,607.5",625.2
The Verve,"2,157.0",1.068,"2,157.0","2,156.1"
FMK,"2,156.1",0.651,756.8,124.5
Vaali,"2,152.8",1.975,32.1,
Los Plebes del Rancho de Ariel Camacho,"2,151.8",1.325,"2,129.9","1,743.1"
Lola Young,"2,150.9",3.311,"1,525.9","1,521.3"
Jasleen Royal,"2,148.3",1.488,"1,974.1",75.3
MC Marks,"2,147.9",1.572,705.4,61.5
James Hype,"2,146.3",1.264,"1,821.8",195.3
Bob Seger,"2,142.8",1.057,"2,095.5","2,090.5"
Men I Trust,"2,141.1",1.334,"2,141.1","2,076.1"
Pesado,"2,140.3",1.345,"2,126.4","1,828.0"
Fabri Fibra,"2,136.9",0.890,"1,118.5",662.7
Mike Perry,"2,132.3",0.192,"1,766.1",135.0
Pet Shop Boys,"2,127.2",1.210,"2,082.7","1,978.3"
Moira Dela Torre,"2,126.7",0.630,"1,660.4","1,228.4"
Eve,"2,126.6",1.030,"1,176.8",376.7
Edwin Luna y La Trakalosa de Monterrey,"2,124.7",1.046,"2,028.2","1,863.1"
PolimÃ¡ Westcoast,"2,124.3",0.415,"1,339.7",34.7
LiSA,"2,124.3",1.060,"1,951.8","1,796.9"
Deep Purple,"2,123.5",0.749,"2,123.5","2,099.7"
Ghali,"2,122.6",0.637,"1,504.1","1,181.8"
Nikhita Gandhi,"2,120.7",1.445,36.0,2.4
Last Child,"2,120.1",1.651,"2,096.2","1,830.3"
Gloria Groove,"2,119.9",0.864,"1,287.8","1,053.5"
Far East Movement,"2,119.5",0.742,"1,707.4",7.0
Neto PeÃ±a,"2,118.1",0.861,611.8,241.6
Myles Smith,"2,117.4",2.765,"2,048.3","2,017.3"
Heart,"2,117.4",1.080,"2,117.4","2,109.3"
Caetano Veloso,"2,116.0",0.989,"1,643.8","1,156.9"
Grateful Dead,"2,114.0",0.583,"2,107.4","2,047.3"
Brando,"2,113.2",0.330,307.9,217.5
C-Kan,"2,111.9",1.257,"1,429.1",557.5
JP Saxe,"2,110.1",0.378,"2,022.8",444.9
Fitz and The Tantrums,"2,109.4",0.717,"2,064.0","2,050.1"
Banda Sinaloense MS de Sergio LizÃ¡rraga,"2,108.0",1.181,"2,108.0","2,108.0"
LuchÃ¨,"2,106.6",1.286,"1,262.7",806.8
DannyLux,"2,106.5",1.441,816.1,673.5
Nate Ruess,"2,106.3",0.645,113.5,110.0
The Chicks,"2,102.3",0.705,"1,868.2","1,868.2"
Smash Mouth,"2,100.4",0.559,"2,096.3","2,070.0"
Boef,"2,099.6",0.417,"1,034.5",535.0
RBD,"2,099.6",0.846,"2,099.6",54.2
Omar Varela,"2,099.0",0.747,51.3,2.4
Alonzo,"2,098.8",0.741,"1,075.4",605.6
Indila,"2,096.4",1.511,"1,950.0","1,800.4"
Omar Apollo,"2,095.4",1.006,"1,762.8","1,430.9"
Maxwell,"2,092.0",0.411,353.4,64.6
Yng Lvcas,"2,087.4",0.772,"1,779.1",384.8
J Hus,"2,084.4",0.574,"1,552.9",917.4
Bacilos,"2,083.6",0.831,"2,049.1","1,979.9"
Pedro Lotto,"2,083.5",1.178,22.3,
Seafret,"2,083.4",0.668,"2,074.2","1,823.7"
Haze,"2,083.2",1.503,700.1,
Lindsey Stirling,"2,082.1",0.546,"1,717.0","1,308.4"
MC Cebezinho,"2,080.5",2.244,748.6,18.6
LSD,"2,078.3",0.330,,
James Brown,"2,078.2",0.691,"2,039.5","1,737.3"
HWASA,"2,076.3",0.706,738.9,709.7
Arjan Dhillon,"2,075.3",1.971,"2,024.9","1,512.8"
wave to earth,"2,073.6",1.811,"2,063.2","2,063.2"
Steven Universe,"2,072.5",0.898,"2,072.5",42.7
Destroy Lonely,"2,072.1",1.907,"1,682.1","1,542.0"
Freddie Gibbs,"2,071.3",1.083,"1,526.3",306.4
Jake Owen,"2,068.2",0.311,"1,981.7","1,937.3"
Ilaiyaraaja,"2,066.0",2.582,"1,654.7",58.3
Brandon Lake,"2,063.6",2.757,920.7,759.6
The Paper Kites,"2,062.7",1.002,"2,062.7","1,868.1"
Digital Farm Animals,"2,062.4",0.194,58.3,0.2
BENEE,"2,061.9",0.526,"1,636.7",787.4
Taiu,"2,061.3",0.810,5.9,
Lomepal,"2,060.6",0.263,"1,925.3","1,556.3"
Juanka,"2,058.9",0.865,150.6,70.9
Greta Van Fleet,"2,058.7",0.564,"2,058.7","2,058.7"
Jorge Rivera-Herrans,"2,057.4",2.977,"2,057.4",35.6
Kiiara,"2,057.0",0.288,"1,166.2",961.2
Ana Mena,"2,055.0",1.687,878.2,271.6
LATIN MAFIA,"2,055.0",2.401,"1,887.9","1,464.4"
Christian ChÃ¡vez,"2,054.5",0.840,15.8,7.4
Alphaville,"2,054.2",1.253,"1,864.1","1,832.3"
The Kinks,"2,053.5",0.515,"2,053.5","2,053.5"
Tokischa,"2,053.5",1.544,714.4,31.8
Madlib,"2,052.9",0.659,194.0,169.0
Kausar Munir,"2,050.3",2.161,,
Xavier Wulf,"2,050.1",1.105,"1,913.8","1,579.2"
Hayley Williams,"2,047.7",1.815,377.4,371.7
Sheff G,"2,047.6",0.586,"1,507.7",695.7
London Grammar,"2,047.5",0.591,"1,708.2","1,585.0"
Yo-Yo Ma,"2,046.0",0.642,18.6,0.7
ZÃ© Vaqueiro,"2,044.4",0.982,"1,451.2","1,293.5"
Disciples,"2,043.2",0.622,393.0,288.0
Pinkfong,"2,039.3",1.045,"1,952.6","1,925.4"
Pras,"2,037.6",0.806,251.2,4.0
Silvestre Dangond,"2,036.8",1.186,"1,746.0",644.4
Craig David,"2,036.7",0.575,"1,697.0","1,182.2"
reezy,"2,036.2",1.286,"1,505.5","1,135.9"
MarÃ­a JosÃ©,"2,035.5",1.009,"1,616.8","1,260.0"
Roy Orbison,"2,034.8",0.678,"2,025.0","1,933.7"
Christopher von Uckermann,"2,033.5",0.813,4.1,4.1
Colby O'Donis,"2,032.5",1.556,98.1,18.4
The-Dream,"2,031.2",0.761,685.0,482.7
Ruel,"2,030.9",0.637,"1,820.7","1,792.8"
Kool & The Gang,"2,030.9",0.965,"2,014.3","2,006.8"
Gigi Perez,"2,030.1",3.271,"2,018.8","2,018.8"
Jay Sean,"2,028.7",0.966,"1,891.0",373.1
Mobb Deep,"2,028.1",1.517,"1,803.0","1,460.9"
Bernadya,"2,028.0",1.584,"1,989.1","1,985.3"
MadeinTYO,"2,026.6",0.157,"1,289.1",717.8
MC Davo,"2,025.2",0.913,"1,303.9",424.1
RIN,"2,024.8",0.306,"1,749.0","1,467.2"
